id,museum,title,era,material,size,description,detail_url,image,download_link,translation_status
82,柏林州立博物馆,Darth Vader,2007,塑料，织物，纸板,"Kistenmaß: 22,5 x 15 x 4,5 cm",图“达斯·维达（Darth Vader）”，包括原始盒子中的收藏硬币（电影《星球大战》（Star Wars）30周年的商品销售，美国1977年）,https://id.smb.museum/object/1399210/darth-vader,https://recherche.smb.museum/images/2591468_300x300.jpg,https://recherche.smb.museum/images/2591468_300x300.jpg,1.0
83,柏林州立博物馆,Spider-Man,2007,塑料，纸板,"Kistenmaß: 30,5 x 18,5 x 5,5 cm",图中的“蜘蛛侠”包含。,https://id.smb.museum/object/1399197/spider-man,https://recherche.smb.museum/images/2591467_300x300.jpg,https://recherche.smb.museum/images/2591467_300x300.jpg,1.0
84,柏林州立博物馆,Dance n' Groove Disco,2006,塑料，乳胶，电子组件,高度x宽度x深度：22 x 25.5 x 14厘米,电池经营的游戏套件“ Polly Pocket -Dance N'Groove Disco”（Mattel）带有一个洋娃娃和许多零件，最初包装,https://id.smb.museum/object/1399179/dance-n-groove-disco,https://recherche.smb.museum/images/2591490_300x300.jpg,https://recherche.smb.museum/images/2591490_300x300.jpg,1.0
85,柏林州立博物馆,厨房帮派,2007,Hartgummi,Kistenmaß: 21 x 19 x 9 cm,"迪士尼电影“ ratatouille”的“厨房帮”（美国2007年），由四个数字组成：
答：“雷米”：蓝色的老鼠，外观和笑声，双手彼此戴在身体上，戴着白色的高厨师帽子
B：“ linguini”：带红色头发的大苗条的人，手里握着锅，看上去很友好，站在透明托盘上，带有电影的商标
C：“ django”：蓝色笑鼠橙色片（橙色？胡萝卜？）握在头上
D：“ Emile”：棕色笑老鼠，手中有一个相对较大的银色塑料叉
制造商：在中国制造的美泰（美国）在德国购买
价格：12.75欧元
推荐年龄：4+
带有条纹和彩绘厨房场景的蓝色包装",https://id.smb.museum/object/1398842/die-kuchengang,https://recherche.smb.museum/images/2591466_300x300.jpg,https://recherche.smb.museum/images/2591466_300x300.jpg,1.0
86,柏林州立博物馆,Littlest Pet Shop,2006,塑料,"Kistenmaß: 21,5 x 19 x 4 cm","第二代的电池经营的Tamagotchi（从2004年起在德国），所谓的“ Tamagotchi Connexion版本3”（从2006年起），即可能连接到该系列的“ Littlest Pet Shop”的其他Tamagotchis的可能性界面（跳舞，结婚做礼物等）
椭圆形包装让人联想到第一代塔玛古特的原始鸡蛋形状。",https://id.smb.museum/object/1398823/littlest-pet-shop,https://recherche.smb.museum/images/2591488_300x300.jpg,https://recherche.smb.museum/images/2591488_300x300.jpg,1.0
87,柏林州立博物馆,Remy,2007,塑料，硬橡胶，纸板,"Kistenmaß: 20,5 x 13,5 x 7 cm","硬橡胶中的“雷米”：带有皮肤的蓝色老鼠 - 颜色的细节，长，可移动的大鼠尾巴，圆形突出的耳朵，突出的圆鼻尖突出，人类 - 手臂，带4个手指和可移动的手臂，可调节的脚，脚不动，笑，笑着脸和红色的嘴，明亮的大眼睛。图的身体略微弯曲。
在底面上有角色可以通过移动来机械提高。雷米可以和奶酪一起开车。
玩具中有原始销售包装：迪士尼电影“ ratatouille”的商品（美国2007年），透明的塑料和纸板，具有发音帮助的胶卷的集成商标/标志（“ rat-a-soe”）。",https://id.smb.museum/object/1398574/remy,https://recherche.smb.museum/images/2591465_300x300.jpg,https://recherche.smb.museum/images/2591465_300x300.jpg,1.0
89,柏林州立博物馆,Carrera Go!!! Rivals,2007,塑料，纸板,Kistenmaß: 7 x 60 x 50 cm,电动赛车轨道，带有各个零件的包装赛车赛道，包括两辆赛车。,https://id.smb.museum/object/1398060/carrera-go-rivals,https://recherche.smb.museum/images/2591484_300x300.jpg,https://recherche.smb.museum/images/2591484_300x300.jpg,1.0
90,柏林州立博物馆,斯特勒与93佛,10世纪10。世纪,Stein,高度x宽度x深度：93 x 58 x 16厘米（可见零件）,[SM8HF],https://id.smb.museum/object/1905194/stele-mit-93-buddhas,https://recherche.smb.museum/images/4524864_300x300.jpg,https://recherche.smb.museum/images/4524864_300x300.jpg,1.0
104,柏林州立博物馆,药佛,Qing (Mandschu) –Dynastie (Mitte),青铜;黄铜 /黄铜补品,对象维度：46.5 x 34 x 25厘米,坐在钻石姿势的佛陀，在她面前握着三个带有三个桃金娘的水果的灰浆。在右边的礼物手势中，另一个面对观众。这个数字可以追溯到历史悠久的佛陀山，因此具有佛陀代表的基本特征，就像6世纪印度的长袍一样。上长袍的优雅光滑折叠，带有伸长的手指和莲花宝座的装饰性设计表明了中间的Qing时间。,https://id.smb.museum/object/137752/medizinbuddha,https://recherche.smb.museum/images/943035_300x300.jpg,https://recherche.smb.museum/images/943035_300x300.jpg,1.0
105,柏林州立博物馆,Bhairava,18世纪中叶,青铜，镀金和捕获,对象尺寸：42.5 x 27 x 19厘米（根据索引卡）,这三个朝八武器的Ushavijaya是一个重要的佛教保护配方的体现，其呼吁延长了生命和佛陀阿米塔巴（Buddhabha Amitabha）的“西方纯土地”的重生。保护性公式由总结佛教教学本质的神圣音节组成。Ushavijaya的铜牌还配备了文物，大概是圣经，药草，奉献的董事会和一名已故老师的遗体，并在奉献仪式中被填补。它只会通过这些添加来进行仪式充电，并可以捐赠祝福。除了带有永生花蜜的花瓶和胸前的双圆水，这位数字已经失去了她以前握在手中的所有属性。他们的下落尚不清楚。,https://id.smb.museum/object/2451581/bhairava,https://recherche.smb.museum/images/5733110_300x300.jpg,https://recherche.smb.museum/images/5733110_300x300.jpg,1.0
107,柏林州立博物馆,Schutzgöttin Bodhisattva Mahamayuri,18. Jh.,青铜;镀金,对象维度：145 x 120 x 65厘米,这个佛教女神三分之一，八分之一，坐在孔雀上。在她手中掌握的强大属性中，只保留了一把剑，一艘饰有珠宝的船只和胜利横幅的轴。Mahamayuri Vidyarajni（大孔雀和统一女王）的代表象征着食用有毒蛇的无畏爪的力量。在印度，它是作为用于蛇咬和疾病的防护配方的体现。另一方面，作为四臂神灵，它是八世纪从中国进行的帝国仪式的中心。这应该使龙龙保持控制，以确保有利可图的收获，从而确保帝国的稳定性。这个数字在文化历史方面很重要，因为它记录了复杂的内部 - 亚洲相互依赖性。在孔雀上的八武器代表中，两个不同的佛教概念合并了，它们在分别和空间上分别发展。它是在15世纪初期在藏族僧侣和尼泊尔艺术家的影响下创建的,https://id.smb.museum/object/147802/schutzgottin-bodhisattva-mahamayuri,https://recherche.smb.museum/images/598868_300x300.jpg,https://recherche.smb.museum/images/598868_300x300.jpg,1.0
108,柏林州立博物馆,Lohan (luohan 羅漢),Ming-Dynastie,木头，涂漆，镀金；Urushi,对象维度：137 x 71.5 x 75厘米,从7世纪开始，历史悠久的佛陀的学生因其示范性的禁欲生活而受到尊敬。这样的雕塑以16、18甚至500的组成立，而无需确定单个角色。作为一名佛陀学生，他们的肖恩头和僧侣的衣服可以识别。传奇报道，学生们徘徊在世界上，并守卫佛教教学，直到未来的佛罗里亚佛像出现和新时代。在中国的Chan佛教寺庙中，这些团体献给了自己的大厅。随意的坐姿和数字的面部表情指出，僧侣没有所有社会约束。因此，这里的修道院被理想地被视为解放之路。,https://id.smb.museum/object/1015349/lohan-luohan-%E7%BE%85%E6%BC%A2,https://recherche.smb.museum/images/4838673_300x300.jpg,https://recherche.smb.museum/images/4838673_300x300.jpg,1.0
109,柏林州立博物馆,Lohan (luohan 羅漢),Ming-Dynastie-Ming-Dynastie (15. Jh),木头，涂漆，镀金；Urushi,对象维度：139 x 70 x 75厘米,从7世纪开始，历史悠久的佛陀的学生因其示范性的禁欲生活而受到尊敬。这样的雕塑以16、18甚至500的组成立，而无需确定单个角色。作为一名佛陀学生，他们的肖恩头和僧侣的衣服可以识别。传奇报道，学生们徘徊在世界上，并守卫佛教教学，直到未来的佛罗里亚佛像出现和新时代。在中国的Chan佛教寺庙中，这些团体献给了自己的大厅。随意的坐姿和数字的面部表情指出，僧侣没有所有社会约束。因此，这里的修道院被理想地被视为解放之路。,https://id.smb.museum/object/1015305/lohan-luohan-%E7%BE%85%E6%BC%A2,https://recherche.smb.museum/images/1458416_300x300.jpg,https://recherche.smb.museum/images/1458416_300x300.jpg,1.0
113,柏林州立博物馆,面对三十six峰会,清朝，日期为1666年,专辑表作为交叉角色，墨水和纸上的颜色,叶子大小：31.4 x 64.3厘米,"这张画家Kuncan的专辑表被艺术经销商WalterHöchstädter收购。昆香（Kuncan）是四位伟大的和尚画家之一，是清朝早期的个人主义者之一。
这张专辑叶在1920年代与其他三片叶子一起组装为跨角色。沃尔特·霍奇斯特特（WalterHochstädter）将叶子重新安装在大英博物馆，一个叶子到克利夫兰艺术博物馆，一个到柏林东亚艺术博物馆。大英博物馆的一张纸上带有一个过时的铭文，可以看出，昆肯（Kuncan）一起为他的朋友，画家郑智库（Cheng Zhengkui，1604– 1676年）画了这些专辑。昆香（Kuncan）在稻草垫子上冥想在稻草小屋中，描述了他简单的性质 - 享受生活。一词“六大峰会”暗示了进入黄山山脉的旅程；“六峰峰会”的景色是这种风景如画的风景的景点之一。
艺术家用干燥，钝的刷子写出他的想法。它的风格可以描述为郁郁葱葱的。不是旧大师的绘画，而是自然的榜样。",https://id.smb.museum/object/464376/im-angesicht-der-sechsunddreissig-gipfel,https://recherche.smb.museum/images/5143071_300x300.jpg,https://recherche.smb.museum/images/5143071_300x300.jpg,1.0
117,柏林州立博物馆,Hamutukô的肖像，帝国保镖3班,Qing (Mandschu) –Dynastie (Mitte)-1760,在丝绸上悬挂角色，墨水和颜色,图片：154.5 x 96厘米,[SM8HF],https://id.smb.museum/object/742038/portrat-des-hamutuko-der-kaiserliche-leibwachter-3--klasse,https://recherche.smb.museum/images/600081_300x300.jpg,https://recherche.smb.museum/images/600081_300x300.jpg,1.0
119,柏林州立博物馆,龙长袍,Qing-Dynastie-Jiaqing-Periode,丝绸，金属螺纹，镀金的青铜纽扣上的刺绣,长度X宽度：最大137 x 220.5厘米,[SM8HF],https://id.smb.museum/object/2546100/drachenrobe,https://recherche.smb.museum/images/5795561_300x300.jpg,https://recherche.smb.museum/images/5795561_300x300.jpg,1.0
